,rate
5633,5.0
5634,5.0
5635,5.0
5636,5.0
5637,5.0
5638,5.0
5639,5.0
5640,5.0
5641,5.0
5642,4.0
5643,5.0
5644,4.0
5645,5.0
5646,5.0
5647,3.0
5648,5.0
5649,5.0
5650,4.0
5651,5.0
5652,4.0
5653,5.0
5654,5.0
5655,5.0
5656,5.0
5657,5.0
5658,4.0
5659,5.0
5660,4.0
5661,5.0
5662,5.0
5663,5.0
5664,5.0
5665,5.0
5666,4.0
5667,5.0
5668,5.0
5669,5.0
5670,5.0
5671,5.0
5672,5.0
5673,3.0
5674,4.0
5675,5.0
5676,4.0
5677,3.0
5678,5.0
5679,4.0
5680,5.0
5681,5.0
5682,5.0
5683,4.0
5684,3.0
5685,5.0
5686,5.0
5687,4.0
5688,5.0
5689,4.0
5690,5.0
5691,5.0
5692,5.0
5693,5.0
5694,5.0
5695,5.0
5696,5.0
5697,5.0
5698,4.0
5699,4.0
5700,5.0
5701,5.0
5702,5.0
5703,5.0
5704,4.0
5705,5.0
5706,5.0
5707,5.0
5708,5.0
5709,4.0
5710,5.0
5711,4.0
5712,5.0
5713,4.0
5714,4.0
5715,5.0
5716,4.0
5717,5.0
5718,5.0
5719,4.0
5720,5.0
5721,4.0
5722,4.0
5723,4.0
5724,1.0
5725,4.0
5726,4.0
5727,5.0
5728,5.0
5729,5.0
5730,5.0
5731,1.0
5732,1.0
5733,5.0
5734,5.0
5735,5.0
5736,5.0
5737,5.0
5738,5.0
5739,5.0
5740,4.0
5741,3.0
5742,3.0
5743,5.0
5744,4.0
5745,5.0
5746,5.0
5747,4.0
5748,5.0
5749,5.0
5750,4.0
5751,5.0
5752,4.0
5753,5.0
5754,2.0
5755,5.0
5756,5.0
5757,5.0
5758,1.0
5759,5.0
5760,5.0
5761,4.0
5762,5.0
5763,2.0
5764,4.0
5765,3.0
5766,5.0
5767,4.0
5768,5.0
5769,5.0
5770,5.0
5771,5.0
5772,5.0
5773,5.0
5774,5.0
5775,5.0
5776,5.0
5777,5.0
5778,5.0
5779,4.0
5780,5.0
5781,5.0
5782,5.0
5783,1.0
5784,5.0
5785,5.0
5786,4.0
5787,5.0
5788,5.0
5789,4.0
5790,5.0
5791,4.0
5792,4.0
5793,5.0
5794,3.0
5795,5.0
5796,5.0
5797,4.0
5798,5.0
5799,4.0
5800,4.0
5801,5.0
5802,5.0
5803,5.0
5804,5.0
5805,5.0
5806,5.0
5807,5.0
5808,5.0
5809,5.0
5810,5.0
5811,5.0
5812,5.0
5813,5.0
5814,4.0
5815,4.0
5816,4.0
5817,4.0
5818,4.0
5819,4.0
5820,5.0
5821,5.0
5822,5.0
5823,5.0
5824,5.0
5825,4.0
5826,4.0
5827,5.0
5828,5.0
5829,5.0
5830,5.0
5831,5.0
5832,4.0
5833,5.0
5834,5.0
5835,4.0
5836,4.0
5837,5.0
5838,1.0
5839,5.0
5840,5.0
5841,4.0
5842,4.0
5843,5.0
5844,3.0
5845,5.0
5846,5.0
5847,3.0
5848,5.0
5849,5.0
5850,3.0
5851,5.0
5852,5.0
5853,3.0
5854,5.0
5855,5.0
5856,4.0
5857,5.0
5858,5.0
5859,5.0
5860,3.0
5861,4.0
5862,3.0
5863,5.0
5864,5.0
5865,5.0
5866,5.0
5867,5.0
5868,5.0
5869,4.0
5870,5.0
5871,5.0
5872,4.0
5873,5.0
5874,5.0
5875,5.0
5876,5.0
5877,5.0
5878,4.0
5879,3.0
5880,4.0
5881,4.0
5882,5.0
5883,4.0
5884,5.0
5885,5.0
5886,4.0
5887,5.0
5888,4.0
5889,4.0
5890,5.0
5891,4.0
5892,5.0
5893,5.0
5894,5.0
5895,5.0
5896,5.0
5897,5.0
5898,5.0
5899,4.0
5900,5.0
5901,4.0
5902,5.0
5903,4.0
5904,5.0
5905,5.0
5906,4.0
5907,5.0
5908,4.0
5909,5.0
5910,5.0
5911,5.0
5912,5.0
5913,5.0
5914,5.0
5915,4.0
5916,5.0
5917,5.0
5918,5.0
5919,3.0
5920,5.0
5921,5.0
5922,5.0
5923,5.0
5924,5.0
5925,1.0
5926,5.0
5927,5.0
5928,4.0
5929,5.0
5930,5.0
5931,5.0
5932,2.0
5933,5.0
5934,5.0
5935,5.0
5936,4.0
5937,5.0
5938,5.0
5939,5.0
5940,3.0
5941,5.0
5942,4.0
5943,5.0
5944,5.0
5945,4.0
5946,5.0
5947,5.0
5948,5.0
5949,5.0
5950,5.0
5951,4.0
5952,5.0
5953,5.0
5954,5.0
5955,5.0
5956,4.0
5957,5.0
5958,5.0
5959,5.0
5960,5.0
5961,5.0
5962,4.0
5963,4.0
5964,5.0
5965,5.0
5966,2.0
5967,1.0
5968,5.0
5969,5.0
5970,5.0
5971,5.0
5972,5.0
5973,5.0
5974,5.0
5975,5.0
5976,4.0
5977,5.0
5978,5.0
5979,5.0
5980,5.0
5981,4.0
5982,4.0
5983,5.0
5984,5.0
5985,5.0
5986,5.0
5987,5.0
5988,5.0
5989,5.0
5990,4.0
5991,5.0
5992,5.0
5993,5.0
5994,4.0
5995,4.0
5996,5.0
5997,4.0
5998,5.0
5999,5.0
6000,5.0
6001,5.0
6002,4.0
6003,5.0
6004,5.0
6005,5.0
6006,5.0
6007,5.0
6008,4.0
6009,5.0
6010,5.0
6011,5.0
6012,5.0
6013,1.0
6014,4.0
6015,4.0
6016,5.0
6017,4.0
6018,5.0
6019,5.0
6020,5.0
6021,5.0
6022,5.0
6023,5.0
6024,5.0
6025,5.0
6026,5.0
6027,5.0
6028,5.0
6029,5.0
6030,5.0
6031,5.0
6032,2.0
6033,5.0
6034,5.0
6035,5.0
6036,5.0
6037,4.0
6038,4.0
6039,5.0
6040,5.0
6041,5.0
6042,5.0
6043,5.0
6044,5.0
6045,4.0
6046,5.0
6047,5.0
6048,2.0
6049,5.0
6050,5.0
6051,5.0
6052,5.0
6053,5.0
6054,4.0
6055,3.0
6056,5.0
6057,5.0
6058,4.0
6059,5.0
6060,5.0
6061,5.0
6062,5.0
6063,3.0
6064,5.0
6065,5.0
6066,5.0
6067,5.0
6068,5.0
6069,5.0
6070,5.0
6071,4.0
6072,4.0
6073,5.0
6074,5.0
6075,3.0
6076,5.0
6077,5.0
6078,4.0
6079,5.0
6080,5.0
6081,5.0
6082,3.0
6083,5.0
6084,5.0
6085,5.0
6086,4.0
6087,4.0
6088,5.0
6089,5.0
6090,5.0
6091,5.0
6092,5.0
6093,5.0
6094,5.0
6095,5.0
6096,3.0
6097,5.0
6098,5.0
6099,5.0
6100,5.0
6101,5.0
6102,5.0
6103,4.0
6104,5.0
6105,5.0
6106,5.0
6107,4.0
6108,5.0
6109,5.0
6110,3.0
6111,5.0
6112,5.0
6113,5.0
6114,4.0
6115,5.0
6116,5.0
6117,5.0
6118,5.0
6119,4.0
6120,5.0
6121,5.0
6122,4.0
6123,5.0
6124,5.0
6125,5.0
6126,5.0
6127,4.0
6128,4.0
6129,4.0
6130,5.0
6131,5.0
6132,5.0
6133,5.0
6134,5.0
6135,4.0
6136,5.0
6137,4.0
6138,5.0
6139,5.0
6140,4.0
6141,5.0
6142,5.0
6143,5.0
6144,5.0
6145,4.0
6146,5.0
6147,5.0
6148,5.0
6149,5.0
6150,5.0
6151,4.0
6152,5.0
6153,4.0
6154,5.0
6155,4.0
6156,5.0
6157,5.0
6158,4.0
6159,4.0
6160,5.0
6161,5.0
6162,5.0
6163,5.0
6164,4.0
6165,4.0
6166,5.0
6167,5.0
6168,5.0
6169,5.0
6170,4.0
6171,4.0
6172,5.0
6173,4.0
6174,4.0
6175,4.0
6176,4.0
6177,5.0
6178,5.0
6179,4.0
6180,5.0
6181,4.0
6182,5.0
6183,4.0
6184,5.0
6185,5.0
6186,5.0
6187,4.0
6188,5.0
6189,5.0
6190,5.0
6191,4.0
6192,5.0
6193,5.0
6194,5.0
6195,5.0
6196,4.0
6197,5.0
6198,5.0
6199,4.0
6200,4.0
6201,5.0
6202,4.0
6203,5.0
6204,5.0
6205,3.0
6206,4.0
6207,5.0
6208,5.0
6209,4.0
6210,5.0
6211,5.0
6212,5.0
6213,5.0
6214,4.0
6215,3.0
6216,5.0
6217,3.0
6218,4.0
6219,1.0
6220,3.0
6221,5.0
6222,5.0
6223,5.0
6224,5.0
6225,5.0
6226,5.0
6227,5.0
6228,3.0
6229,5.0
6230,5.0
6231,5.0
6232,4.0
6233,5.0
6234,5.0
6235,2.0
6236,5.0
6237,5.0
6238,5.0
6239,5.0
6240,5.0
6241,5.0
6242,2.0
6243,5.0
6244,5.0
6245,5.0
6246,5.0
6247,5.0
6248,5.0
6249,5.0
6250,5.0
6251,5.0
6252,5.0
6253,5.0
6254,5.0
6255,5.0
6256,4.0
6257,4.0
6258,5.0
6259,5.0
6260,4.0
6261,4.0
6262,1.0
6263,5.0
6264,5.0
6265,5.0
6266,5.0
6267,5.0
6268,5.0
6269,5.0
6270,5.0
6271,5.0
6272,4.0
6273,5.0
6274,5.0
6275,4.0
6276,4.0
6277,5.0
6278,4.0
6279,5.0
6280,5.0
6281,5.0
6282,5.0
6283,5.0
6284,4.0
6285,5.0
6286,5.0
6287,4.0
6288,4.0
6289,5.0
6290,5.0
6291,5.0
6292,5.0
6293,5.0
6294,5.0
6295,5.0
6296,5.0
6297,3.0
6298,5.0
6299,5.0
6300,5.0
6301,5.0
6302,4.0
6303,5.0
6304,5.0
6305,5.0
6306,4.0
6307,4.0
6308,4.0
6309,5.0
6310,5.0
6311,4.0
6312,4.0
6313,5.0
6314,4.0
6315,4.0
6316,5.0
6317,4.0
6318,4.0
6319,4.0
6320,5.0
6321,5.0
6322,5.0
6323,5.0
6324,5.0
6325,4.0
6326,5.0
6327,5.0
6328,5.0
6329,5.0
6330,5.0
6331,5.0
6332,4.0
6333,4.0
6334,5.0
6335,5.0
6336,5.0
6337,4.0
6338,5.0
6339,5.0
6340,5.0
6341,5.0
6342,4.0
6343,5.0
6344,5.0
6345,5.0
6346,5.0
6347,4.0
6348,5.0
6349,4.0
6350,4.0
6351,3.0
6352,4.0
6353,4.0
6354,5.0
6355,4.0
6356,5.0
6357,5.0
6358,4.0
6359,5.0
6360,5.0
6361,5.0
6362,5.0
6363,5.0
6364,4.0
6365,1.0
6366,5.0
6367,5.0
6368,5.0
6369,5.0
6370,5.0
6371,4.0
6372,4.0
6373,5.0
6374,5.0
6375,5.0
6376,5.0
6377,4.0
6378,5.0
6379,5.0
6380,3.0
6381,5.0
6382,5.0
6383,5.0
6384,4.0
6385,5.0
6386,5.0
6387,5.0
6388,5.0
6389,4.0
6390,5.0
6391,2.0
6392,5.0
6393,5.0
6394,4.0
6395,5.0
6396,5.0
6397,5.0
6398,5.0
6399,5.0
6400,5.0
6401,4.0
6402,5.0
6403,5.0
6404,5.0
6405,5.0
6406,5.0
6407,5.0
6408,5.0
6409,5.0
6410,5.0
6411,5.0
6412,4.0
6413,5.0
6414,1.0
6415,4.0
6416,5.0
6417,5.0
6418,2.0
6419,5.0
6420,5.0
6421,3.0
6422,5.0
6423,5.0
6424,5.0
6425,3.0
6426,5.0
6427,5.0
6428,4.0
6429,5.0
6430,4.0
6431,4.0
6432,5.0
6433,5.0
6434,5.0
6435,3.0
6436,5.0
6437,5.0
6438,5.0
6439,5.0
6440,5.0
6441,4.0
6442,5.0
6443,5.0
6444,4.0
6445,2.0
6446,5.0
6447,4.0
6448,5.0
6449,5.0
6450,4.0
6451,5.0
6452,5.0
6453,5.0
6454,5.0
6455,5.0
6456,5.0
6457,5.0
6458,5.0
6459,5.0
6460,5.0
6461,5.0
6462,5.0
6463,4.0
6464,5.0
6465,4.0
6466,5.0
6467,5.0
6468,4.0
6469,4.0
6470,5.0
6471,4.0
6472,3.0
6473,5.0
6474,4.0
6475,5.0
6476,5.0
6477,5.0
6478,4.0
6479,4.0
6480,4.0
6481,5.0
6482,5.0
6483,5.0
6484,5.0
6485,5.0
6486,5.0
6487,4.0
6488,5.0
6489,5.0
6490,5.0
6491,5.0
6492,5.0
6493,5.0
6494,4.0
6495,5.0
6496,5.0
6497,5.0
6498,5.0
6499,5.0
6500,4.0
6501,4.0
6502,5.0
6503,5.0
6504,4.0
6505,5.0
6506,5.0
6507,4.0
6508,5.0
6509,5.0
6510,4.0
6511,5.0
6512,4.0
6513,5.0
6514,5.0
6515,4.0
6516,5.0
6517,5.0
6518,5.0
6519,5.0
6520,5.0
6521,5.0
6522,4.0
6523,4.0
6524,5.0
6525,5.0
6526,5.0
6527,5.0
6528,4.0
6529,5.0
6530,4.0
6531,3.0
6532,5.0
6533,5.0
6534,5.0
6535,4.0
6536,5.0
6537,2.0
6538,5.0
6539,5.0
6540,4.0
6541,5.0
6542,4.0
6543,4.0
6544,5.0
6545,5.0
6546,5.0
6547,5.0
6548,5.0
6549,4.0
6550,5.0
6551,4.0
6552,5.0
6553,5.0
6554,5.0
6555,5.0
6556,3.0
6557,5.0
6558,5.0
6559,5.0
6560,3.0
6561,5.0
6562,5.0
6563,5.0
6564,5.0
6565,4.0
6566,5.0
6567,4.0
6568,5.0
6569,5.0
6570,5.0
6571,3.0
6572,5.0
6573,5.0
6574,5.0
6575,5.0
6576,5.0
6577,5.0
6578,5.0
6579,5.0
6580,5.0
6581,1.0
6582,5.0
6583,5.0
6584,5.0
6585,4.0
6586,5.0
6587,4.0
6588,5.0
6589,5.0
6590,5.0
6591,5.0
6592,5.0
6593,5.0
6594,5.0
6595,5.0
6596,5.0
6597,5.0
6598,5.0
6599,4.0
6600,5.0
6601,5.0
6602,4.0
6603,4.0
6604,5.0
6605,4.0
6606,3.0
6607,5.0
6608,5.0
6609,5.0
6610,5.0
6611,5.0
6612,3.0
6613,5.0
6614,4.0
6615,5.0
6616,5.0
6617,5.0
6618,5.0
6619,3.0
6620,4.0
6621,5.0
6622,1.0
6623,5.0
6624,5.0
6625,4.0
6626,5.0
6627,5.0
6628,4.0
6629,5.0
6630,5.0
6631,5.0
6632,4.0
6633,5.0
6634,4.0
6635,5.0
6636,5.0
6637,5.0
6638,5.0
6639,5.0
6640,5.0
6641,5.0
6642,5.0
6643,4.0
6644,4.0
6645,5.0
6646,3.0
6647,5.0
6648,5.0
6649,5.0
6650,5.0
6651,4.0
6652,4.0
6653,5.0
6654,5.0
6655,5.0
6656,5.0
6657,4.0
6658,5.0
6659,5.0
6660,4.0
6661,4.0
6662,5.0
6663,5.0
6664,5.0
6665,5.0
6666,5.0
6667,3.0
6668,5.0
6669,5.0
6670,4.0
6671,5.0
6672,5.0
6673,5.0
6674,5.0
6675,5.0
6676,5.0
6677,4.0
6678,3.0
6679,4.0
6680,5.0
6681,3.0
6682,5.0
6683,5.0
6684,5.0
6685,4.0
6686,5.0
6687,5.0
6688,5.0
6689,5.0
6690,5.0
6691,4.0
6692,4.0
6693,5.0
6694,4.0
6695,5.0
6696,5.0
6697,5.0
6698,4.0
6699,4.0
6700,4.0
6701,1.0
6702,4.0
6703,4.0
6704,4.0
6705,5.0
6706,4.0
6707,4.0
6708,4.0
6709,5.0
6710,5.0
6711,1.0
6712,5.0
6713,5.0
6714,4.0
6715,5.0
6716,5.0
6717,5.0
6718,5.0
6719,5.0
6720,5.0
6721,5.0
6722,4.0
6723,5.0
6724,5.0
6725,4.0
6726,4.0
6727,1.0
6728,5.0
6729,5.0
6730,5.0
6731,4.0
6732,5.0
6733,4.0
6734,5.0
6735,5.0
6736,5.0
6737,4.0
6738,5.0
6739,5.0
6740,5.0
6741,5.0
6742,5.0
6743,5.0
6744,5.0
6745,4.0
6746,5.0
6747,5.0
6748,4.0
6749,5.0
6750,3.0
6751,5.0
6752,3.0
6753,4.0
6754,1.0
6755,4.0
6756,5.0
6757,5.0
6758,4.0
6759,5.0
6760,2.0
6761,5.0
6762,5.0
6763,3.0
6764,5.0
6765,5.0
6766,4.0
6767,5.0
6768,5.0
6769,3.0
6770,5.0
6771,5.0
6772,2.0
6773,4.0
6774,5.0
6775,5.0
6776,4.0
6777,5.0
6778,5.0
6779,5.0
6780,5.0
6781,3.0
6782,4.0
6783,4.0
6784,5.0
6785,4.0
6786,4.0
6787,5.0
6788,5.0
6789,5.0
6790,5.0
6791,5.0
6792,4.0
6793,5.0
6794,4.0
6795,4.0
6796,4.0
6797,5.0
6798,5.0
6799,5.0
6800,4.0
6801,5.0
6802,5.0
6803,5.0
6804,5.0
6805,4.0
6806,2.0
6807,4.0
6808,4.0
6809,5.0
6810,5.0
6811,5.0
6812,5.0
6813,5.0
6814,4.0
6815,5.0
6816,5.0
6817,5.0
6818,4.0
6819,4.0
6820,4.0
6821,4.0
6822,5.0
6823,5.0
6824,5.0
6825,4.0
6826,5.0
6827,5.0
6828,5.0
6829,5.0
6830,4.0
6831,5.0
6832,2.0
6833,2.0
6834,5.0
6835,5.0
6836,5.0
6837,4.0
6838,5.0
6839,4.0
6840,5.0
6841,5.0
6842,3.0
6843,4.0
6844,3.0
6845,4.0
6846,5.0
6847,5.0
6848,5.0
6849,5.0
6850,5.0
6851,4.0
6852,5.0
6853,3.0
6854,4.0
6855,5.0
6856,5.0
6857,5.0
6858,5.0
6859,4.0
6860,5.0
6861,5.0
6862,4.0
6863,5.0
6864,5.0
6865,5.0
6866,5.0
6867,5.0
6868,5.0
6869,4.0
6870,5.0
6871,5.0
6872,4.0
6873,5.0
6874,5.0
6875,5.0
6876,4.0
6877,4.0
6878,5.0
6879,5.0
6880,5.0
6881,4.0
6882,5.0
6883,5.0
6884,4.0
6885,5.0
6886,5.0
6887,5.0
6888,5.0
6889,5.0
6890,4.0
6891,5.0
6892,5.0
6893,4.0
6894,4.0
6895,5.0
6896,4.0
6897,5.0
6898,5.0
6899,5.0
6900,4.0
6901,5.0
6902,4.0
6903,4.0
6904,4.0
6905,5.0
6906,5.0
6907,2.0
6908,5.0
6909,5.0
6910,5.0
6911,5.0
6912,5.0
6913,5.0
6914,5.0
6915,4.0
6916,5.0
6917,5.0
6918,5.0
6919,5.0
6920,5.0
6921,5.0
6922,5.0
6923,5.0
6924,5.0
6925,4.0
6926,5.0
6927,4.0
6928,5.0
6929,5.0
6930,5.0
6931,5.0
6932,5.0
6933,3.0
6934,5.0
6935,5.0
6936,5.0
6937,4.0
6938,5.0
6939,5.0
6940,5.0
6941,5.0
6942,5.0
6943,4.0
6944,5.0
6945,4.0
6946,4.0
6947,5.0
6948,5.0
6949,4.0
6950,5.0
6951,5.0
6952,4.0
6953,4.0
6954,5.0
6955,5.0
6956,5.0
6957,4.0
6958,5.0
6959,4.0
6960,5.0
6961,3.0
6962,5.0
6963,4.0
6964,5.0
6965,5.0
6966,5.0
6967,5.0
6968,5.0
6969,4.0
6970,5.0
6971,1.0
6972,5.0
6973,4.0
6974,5.0
6975,5.0
6976,5.0
6977,5.0
6978,5.0
6979,5.0
6980,5.0
6981,4.0
6982,4.0
6983,2.0
6984,5.0
6985,5.0
6986,5.0
6987,4.0
6988,5.0
6989,5.0
6990,5.0
6991,5.0
6992,5.0
6993,5.0
6994,2.0
6995,4.0
6996,5.0
6997,5.0
6998,4.0
6999,5.0
7000,5.0
7001,4.0
7002,4.0
7003,4.0
7004,4.0
7005,5.0
7006,5.0
7007,5.0
7008,4.0
7009,5.0
7010,5.0
7011,5.0
7012,4.0
7013,5.0
7014,5.0
7015,5.0
7016,4.0
7017,5.0
7018,5.0
7019,5.0
7020,5.0
7021,5.0
7022,5.0
7023,5.0
7024,5.0
7025,5.0
7026,4.0
7027,5.0
7028,5.0
7029,5.0
7030,4.0
7031,4.0
7032,4.0
7033,5.0
7034,4.0
7035,4.0
7036,4.0
7037,5.0
7038,5.0
7039,5.0
7040,5.0
7041,5.0
7042,5.0
7043,5.0
7044,5.0
7045,5.0
7046,5.0
7047,5.0
7048,5.0
7049,5.0
7050,5.0
7051,4.0
7052,3.0
7053,5.0
7054,5.0
7055,4.0
7056,2.0
7057,5.0
7058,5.0
7059,5.0
7060,4.0
7061,5.0
7062,5.0
7063,1.0
7064,4.0
7065,5.0
7066,4.0
7067,5.0
7068,5.0
7069,5.0
7070,5.0
7071,5.0
7072,5.0
7073,5.0
7074,5.0
7075,5.0
7076,5.0
7077,5.0
7078,5.0
7079,4.0
7080,4.0
7081,5.0
7082,5.0
7083,5.0
7084,5.0
7085,5.0
7086,4.0
7087,4.0
7088,5.0
7089,4.0
7090,4.0
7091,5.0
7092,5.0
7093,4.0
7094,5.0
7095,5.0
7096,4.0
7097,5.0
7098,4.0
7099,5.0
7100,5.0
7101,5.0
7102,4.0
7103,5.0
7104,5.0
7105,5.0
7106,5.0
7107,4.0
7108,4.0
7109,5.0
7110,5.0
7111,4.0
7112,5.0
7113,5.0
7114,5.0
7115,5.0
7116,5.0
7117,4.0
7118,4.0
7119,4.0
7120,4.0
7121,1.0
7122,3.0
7123,5.0
7124,5.0
7125,5.0
7126,5.0
7127,5.0
7128,5.0
7129,5.0
7130,5.0
7131,5.0
7132,4.0
7133,4.0
7134,4.0
7135,5.0
7136,5.0
7137,4.0
7138,5.0
7139,4.0
7140,5.0
7141,5.0
7142,5.0
7143,5.0
7144,5.0
7145,3.0
7146,5.0
7147,5.0
7148,5.0
7149,3.0
7150,5.0
7151,4.0
7152,5.0
7153,3.0
7154,5.0
7155,5.0
7156,5.0
7157,5.0
7158,5.0
7159,4.0
7160,1.0
7161,1.0
7162,4.0
7163,5.0
7164,5.0
7165,5.0
7166,5.0
7167,4.0
7168,5.0
7169,5.0
7170,5.0
7171,5.0
7172,5.0
7173,5.0
7174,5.0
7175,4.0
7176,4.0
7177,5.0
7178,3.0
7179,5.0
7180,5.0
7181,5.0
7182,5.0
7183,5.0
7184,5.0
7185,5.0
7186,5.0
7187,5.0
7188,5.0
7189,4.0
7190,4.0
7191,4.0
7192,5.0
7193,4.0
7194,4.0
7195,5.0
7196,4.0
7197,4.0
7198,5.0
7199,3.0
7200,4.0
7201,4.0
7202,4.0
7203,5.0
7204,4.0
7205,5.0
7206,5.0
7207,5.0
7208,1.0
7209,4.0
7210,5.0
7211,4.0
7212,3.0
7213,5.0
7214,5.0
7215,4.0
7216,5.0
7217,5.0
7218,5.0
7219,5.0
7220,3.0
7221,5.0
7222,5.0
7223,5.0
7224,5.0
7225,5.0
7226,5.0
7227,3.0
7228,5.0
7229,5.0
7230,5.0
7231,5.0
7232,5.0
7233,5.0
7234,5.0
7235,5.0
7236,4.0
7237,5.0
7238,4.0
7239,5.0
7240,5.0
7241,5.0
7242,5.0
7243,5.0
7244,5.0
7245,5.0
7246,5.0
7247,4.0
7248,2.0
7249,1.0
7250,3.0
7251,5.0
7252,5.0
7253,5.0
7254,5.0
7255,4.0
7256,5.0
7257,5.0
7258,5.0
7259,5.0
7260,4.0
7261,4.0
7262,5.0
7263,5.0
7264,5.0
7265,5.0
7266,1.0
7267,4.0
7268,3.0
7269,5.0
7270,5.0
7271,5.0
7272,4.0
7273,5.0
7274,5.0
7275,4.0
7276,4.0
7277,5.0
7278,5.0
7279,4.0
7280,5.0
7281,5.0
7282,5.0
7283,5.0
7284,5.0
7285,5.0
7286,5.0
7287,4.0
7288,4.0
7289,3.0
7290,4.0
7291,4.0
7292,3.0
7293,3.0
7294,4.0
7295,5.0
7296,4.0
7297,5.0
7298,5.0
7299,4.0
7300,5.0
7301,4.0
7302,5.0
7303,4.0
7304,5.0
7305,5.0
7306,5.0
7307,4.0
7308,5.0
7309,5.0
7310,5.0
7311,5.0
7312,5.0
7313,5.0
7314,4.0
7315,5.0
7316,5.0
7317,4.0
7318,3.0
7319,5.0
7320,1.0
7321,5.0
7322,5.0
7323,5.0
7324,4.0
7325,4.0
7326,5.0
7327,5.0
7328,5.0
7329,5.0
7330,5.0
7331,3.0
7332,5.0
7333,5.0
7334,5.0
7335,5.0
7336,5.0
7337,5.0
7338,4.0
7339,5.0
7340,5.0
7341,5.0
7342,5.0
7343,5.0
7344,4.0
7345,5.0
7346,5.0
7347,4.0
7348,5.0
7349,5.0
7350,5.0
7351,5.0
7352,5.0
7353,5.0
7354,5.0
7355,5.0
7356,5.0
7357,5.0
7358,5.0
7359,5.0
7360,5.0
7361,5.0
7362,5.0
7363,5.0
7364,5.0
7365,5.0
7366,5.0
7367,5.0
7368,5.0
7369,4.0
7370,4.0
7371,5.0
7372,5.0
7373,2.0
7374,5.0
7375,5.0
7376,4.0
7377,4.0
7378,5.0
7379,5.0
7380,4.0
7381,1.0
7382,4.0
7383,5.0
7384,5.0
7385,5.0
7386,5.0
7387,5.0
7388,4.0
7389,2.0
7390,5.0
7391,5.0
7392,5.0
7393,5.0
7394,4.0
7395,5.0
7396,5.0
7397,5.0
7398,5.0
7399,5.0
7400,5.0
7401,5.0
7402,5.0
7403,5.0
7404,5.0
7405,5.0
7406,5.0
7407,5.0
7408,4.0
7409,4.0
7410,5.0
7411,5.0
7412,5.0
7413,5.0
7414,4.0
7415,5.0
7416,5.0
7417,4.0
7418,5.0
7419,5.0
7420,5.0
7421,4.0
7422,5.0
7423,5.0
7424,5.0
7425,5.0
7426,5.0
7427,3.0
7428,5.0
7429,4.0
7430,4.0
7431,5.0
7432,4.0
7433,5.0
7434,5.0
7435,4.0
7436,5.0
7437,3.0
7438,4.0
7439,4.0
7440,5.0
7441,5.0
7442,5.0
7443,5.0
7444,5.0
7445,5.0
7446,4.0
7447,4.0
7448,5.0
7449,5.0
7450,4.0
7451,5.0
7452,5.0
7453,5.0
7454,5.0
7455,4.0
7456,4.0
7457,5.0
7458,5.0
7459,5.0
7460,5.0
7461,4.0
7462,5.0
7463,5.0
7464,5.0
7465,5.0
7466,5.0
7467,5.0
7468,4.0
7469,5.0
7470,5.0
7471,5.0
7472,5.0
7473,5.0
7474,5.0
7475,4.0
7476,5.0
7477,4.0
7478,5.0
7479,5.0
7480,1.0
7481,5.0
7482,5.0
7483,5.0
7484,4.0
7485,5.0
7486,5.0
7487,4.0
7488,4.0
7489,4.0
7490,5.0
7491,4.0
7492,5.0
7493,5.0
7494,5.0
7495,5.0
7496,5.0
7497,4.0
7498,5.0
7499,5.0
7500,5.0
7501,5.0
7502,5.0
7503,5.0
7504,5.0
7505,5.0
7506,5.0
7507,5.0
7508,5.0
7509,5.0
7510,5.0
7511,5.0
7512,5.0
7513,5.0
7514,5.0
7515,5.0
7516,3.0
7517,4.0
7518,5.0
7519,4.0
7520,4.0
7521,1.0
7522,2.0
7523,4.0
7524,5.0
7525,5.0
7526,5.0
7527,5.0
7528,5.0
7529,5.0
7530,5.0
7531,5.0
7532,4.0
7533,5.0
7534,4.0
7535,5.0
7536,4.0
7537,5.0
7538,5.0
7539,5.0
7540,4.0
7541,1.0
7542,5.0
7543,3.0
7544,5.0
7545,4.0
7546,5.0
7547,4.0
7548,4.0
7549,5.0
7550,5.0
7551,5.0
7552,5.0
7553,5.0
7554,4.0
7555,5.0
7556,5.0
7557,5.0
7558,5.0
7559,5.0
7560,5.0
7561,5.0
7562,5.0
7563,5.0
7564,2.0
7565,5.0
7566,5.0
7567,5.0
7568,5.0
7569,5.0
7570,5.0
7571,4.0
7572,4.0
7573,5.0
7574,4.0
7575,5.0
7576,3.0
7577,5.0
7578,5.0
7579,5.0
7580,5.0
7581,5.0
7582,5.0
7583,5.0
7584,5.0
7585,5.0
7586,5.0
7587,5.0
7588,4.0
7589,4.0
7590,4.0
7591,5.0
7592,5.0
7593,4.0
7594,5.0
7595,4.0
7596,5.0
7597,5.0
7598,5.0
7599,4.0
7600,4.0
7601,5.0
7602,4.0
7603,5.0
7604,5.0
7605,4.0
7606,5.0
7607,5.0
7608,5.0
7609,5.0
7610,5.0
7611,5.0
7612,5.0
7613,4.0
7614,5.0
7615,5.0
7616,4.0
7617,5.0
7618,4.0
7619,5.0
7620,5.0
7621,5.0
7622,5.0
7623,5.0
7624,5.0
7625,4.0
7626,1.0
7627,5.0
7628,4.0
7629,5.0
7630,5.0
7631,4.0
